mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.0028920888900756834,0.001358530185860961,0.0003319263458251953,8.151613155844664e-05,linear,1.0,0.5,"{'kernel': 'linear', 'gamma': 1.0, 'C': 0.5}",-0.0027104924214802458,-0.002890226312520873,-0.004012232978368191,-0.0029978313453406557,-0.004254160519860731,-0.006599022001545296,-0.0022991631942892604,-0.0030587502752935135,-0.003030192027413235,-0.003142455997440755,-0.003499452707355276,0.0011690877728893442,121
0.0021213531494140626,0.00022421938848204683,0.0005078792572021484,5.279653333009447e-05,rbf,1.0,0.5,"{'kernel': 'rbf', 'gamma': 1.0, 'C': 0.5}",-0.0020199645366467834,-0.0023685399275407905,-0.003955842990893325,-0.0024732076885946933,-0.0024013518277868256,-0.005778730684991363,-0.002194132330947441,-0.002847715510865762,-0.0025351161884303855,-0.002618686282159937,-0.0029193287968857307,0.0010769927155812652,62
0.0027341127395629885,0.0005815032472762015,0.00037274360656738283,5.8437672876920526e-05,linear,0.1,0.5,"{'kernel': 'linear', 'gamma': 0.1, 'C': 0.5}",-0.0027104924214802458,-0.002890226312520873,-0.004012232978368191,-0.0029978313453406557,-0.004254160519860731,-0.006599022001545296,-0.0022991631942892604,-0.0030587502752935135,-0.003030192027413235,-0.003142455997440755,-0.003499452707355276,0.0011690877728893442,121
0.0020218849182128905,0.0002063895104164428,0.000521087646484375,6.959692746824499e-05,rbf,0.1,0.5,"{'kernel': 'rbf', 'gamma': 0.1, 'C': 0.5}",-0.0020181747520117733,-0.002367131478056894,-0.003951781916531695,-0.002474630735111603,-0.0024025614037556653,-0.005778373033367401,-0.002187504327118318,-0.002842849062799635,-0.0025309342381536148,-0.0026181319954394285,-0.0029172072942346026,0.0010772576214482653,32
0.0025449752807617187,0.0005220978996814465,0.0003110408782958984,3.2865670350893506e-05,linear,0.01,0.5,"{'kernel': 'linear', 'gamma': 0.01, 'C': 0.5}",-0.0027104924214802458,-0.002890226312520873,-0.004012232978368191,-0.0029978313453406557,-0.004254160519860731,-0.006599022001545296,-0.0022991631942892604,-0.0030587502752935135,-0.003030192027413235,-0.003142455997440755,-0.003499452707355276,0.0011690877728893442,121
0.0018284082412719726,0.00017128115672917403,0.0004417896270751953,3.1120703246399286e-05,rbf,0.01,0.5,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 0.5}",-0.001799657757916251,-0.0021309370184489254,-0.0038225546188511697,-0.002472181769374301,-0.002613585215987826,-0.005700949573158094,-0.0018780008964493315,-0.002575421234178194,-0.002379287173765184,-0.0024707819421584737,-0.002784335720028775,0.0011061247487174112,2
0.00294954776763916,0.0011559004676129031,0.0003396272659301758,4.226311459969046e-05,linear,0.001,0.5,"{'kernel': 'linear', 'gamma': 0.001, 'C': 0.5}",-0.0027104924214802458,-0.002890226312520873,-0.004012232978368191,-0.0029978313453406557,-0.004254160519860731,-0.006599022001545296,-0.0022991631942892604,-0.0030587502752935135,-0.003030192027413235,-0.003142455997440755,-0.003499452707355276,0.0011690877728893442,121
0.0016474246978759766,0.00015479304168958637,0.00045299530029296875,8.358759532316187e-05,rbf,0.001,0.5,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 0.5}",-0.0017439403391020956,-0.002072646267752187,-0.0037226138577041786,-0.0024075125811230014,-0.0032449983606423717,-0.005884856929548339,-0.0016762821030364048,-0.002420529741292267,-0.002223040017586297,-0.002185800817428634,-0.002758222101521578,0.0012026363996951598,1
0.0027160882949829102,0.0004818568358899191,0.00044581890106201174,0.00024128300514572975,linear,1.0,1.1724137931034484,"{'kernel': 'linear', 'gamma': 1.0, 'C': 1.1724137931034484}",-0.0027104924214802458,-0.002890226312520873,-0.004012232978368191,-0.0029978313453406557,-0.004254160519860731,-0.006599022001545296,-0.0022991631942892604,-0.0030587502752935135,-0.003030192027413235,-0.003142455997440755,-0.003499452707355276,0.0011690877728893442,121
0.0021401405334472655,0.0002069950378372255,0.0005431175231933594,4.588947627163594e-05,rbf,1.0,1.1724137931034484,"{'kernel': 'rbf', 'gamma': 1.0, 'C': 1.1724137931034484}",-0.0020199645366467834,-0.0023685399275407905,-0.003955842990893325,-0.0024732076885946933,-0.0024013518277868256,-0.005778730684991363,-0.002194132330947441,-0.002847715510865762,-0.0025351161884303855,-0.002618686282159937,-0.0029193287968857307,0.0010769927155812652,62
