mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.4457310914993286,0.0389867892879051,0.003493046760559082,0.0009511265366053619,0.7,60,1,4,0.020833333333333336,0.25,0.5,"{'subsample': 0.7, 'n_estimators': 60, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.020833333333333336, 'gamma': 0.25, 'colsample_bytree': 0.5}",-1.4925401950830868,-1.5925548289864249,-1.631941806969373,-1.664788574347266,-1.550214532181375,-1.5208242016876545,-1.593007181356984,-1.5904117403391382,-1.5718088847802816,-1.6281385154568466,-1.583623046118843,0.04961207672334258,282
0.5711991548538208,0.030827219513966695,0.003166484832763672,0.00026056600168398607,0.6,90,5,4,0.09604166666666668,0.125,0.75,"{'subsample': 0.6, 'n_estimators': 90, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.09604166666666668, 'gamma': 0.125, 'colsample_bytree': 0.75}",-0.9447314965099551,-1.002217165884089,-1.0568236229692434,-1.0260919791668746,-0.958569987718611,-0.9738412970951029,-0.9614792905231287,-1.0439330415604837,-0.9608574974449994,-1.0547019161402635,-0.9983247295012753,0.041569567576157325,143
3.031197190284729,0.08768164797638171,0.00500330924987793,0.0007908022479829718,0.9,180,1,8,0.03666666666666667,0.25,0.5,"{'subsample': 0.9, 'n_estimators': 180, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.03666666666666667, 'gamma': 0.25, 'colsample_bytree': 0.5}",-0.6484008455953063,-0.674895412010204,-0.7015275470227467,-0.6772856953667129,-0.6150365020166453,-0.6541614251190008,-0.649007832483148,-0.6992804843635247,-0.6207667469466984,-0.665062222697072,-0.6605424713621059,0.027678993670252568,57
0.4846428632736206,0.006495249399810697,0.0030932188034057616,0.00017745120057250117,0.7,160,9,2,0.064375,0.5,0.5,"{'subsample': 0.7, 'n_estimators': 160, 'min_child_weight': 9, 'max_depth': 2, 'learning_rate': 0.064375, 'gamma': 0.5, 'colsample_bytree': 0.5}",-1.211797689748569,-1.2991927703386126,-1.342953455510519,-1.3282200279574226,-1.266533525466308,-1.2494420045214154,-1.2604086140547555,-1.3038547984629212,-1.258689138442062,-1.3503823854398211,-1.2871474409942405,0.04274717642571285,217
0.3163931846618652,0.006884406402199688,0.003076624870300293,0.0003274695813331555,0.5,80,1,2,0.1,0.125,0.5,"{'subsample': 0.5, 'n_estimators': 80, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0.125, 'colsample_bytree': 0.5}",-1.2595386198889102,-1.3488893043464878,-1.3839634323195482,-1.3833891096059743,-1.3184653916447133,-1.2904514779329412,-1.3065180145558242,-1.3412454127596805,-1.3054219615892102,-1.3937341967188084,-1.33316169213621,0.04245612031979109,230
1.0918624877929688,0.017643377680883726,0.0037640094757080077,0.000567309303275446,0.5,100,1,6,0.005,0.375,0.75,"{'subsample': 0.5, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.005, 'gamma': 0.375, 'colsample_bytree': 0.75}",-1.7328505646750851,-1.853053653893522,-1.8808825661829083,-1.9435000225148906,-1.827942126166829,-1.7728220057880688,-1.8809341783366098,-1.8542991253366001,-1.8546592772035018,-1.865868858894015,-1.8466812378992032,0.055687600314480175,294
1.5172394514083862,0.026699938317204266,0.004213571548461914,0.0004536092512780157,0.7,150,1,6,0.064375,0.5,0.875,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.064375, 'gamma': 0.5, 'colsample_bytree': 0.875}",-0.7023280670243641,-0.7376324495637402,-0.7697144791637687,-0.7433231047882078,-0.6756065909528788,-0.7196770358970271,-0.7098681551552024,-0.7663318946187219,-0.7019300519543562,-0.7408179083330927,-0.7267229737451361,0.028577612793435687,84
0.5489119768142701,0.005110431315441737,0.0032735586166381834,0.00018454700906457965,0.8,190,1,2,0.04854166666666667,0.25,0.5,"{'subsample': 0.8, 'n_estimators': 190, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.04854166666666667, 'gamma': 0.25, 'colsample_bytree': 0.5}",-1.2257217937281846,-1.3276759656752344,-1.3669316409967514,-1.3517423225217955,-1.2927574759832297,-1.2745905743395298,-1.2780209010272034,-1.3266306220167023,-1.2764307614826014,-1.3762849184481443,-1.3096786976219374,0.0455728135043521,221
0.9505113124847412,0.007407702748228612,0.0034949779510498047,0.00034463060473624205,0.7,180,9,4,0.08020833333333334,0.25,0.875,"{'subsample': 0.7, 'n_estimators': 180, 'min_child_weight': 9, 'max_depth': 4, 'learning_rate': 0.08020833333333334, 'gamma': 0.25, 'colsample_bytree': 0.875}",-0.8224388096843073,-0.8908794828193516,-0.920666769250293,-0.8986794369420741,-0.8248708205747765,-0.83914502521511,-0.8506635791517411,-0.9151917139351873,-0.838639139406933,-0.9034864443896864,-0.870466122136946,0.036871648400027913,119
2.1365742921829223,0.08619973808227978,0.003762340545654297,0.00047570282243633474,0.9,50,7,10,0.020833333333333336,0.0,1.0,"{'subsample': 0.9, 'n_estimators': 50, 'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.020833333333333336, 'gamma': 0.0, 'colsample_bytree': 1.0}",-1.2117851839481255,-1.30223205298212,-1.3411468557495445,-1.36347466755449,-1.26272277683634,-1.2392485648828315,-1.307551739212411,-1.3234758301016278,-1.2735003580920512,-1.3333657021589038,-1.2958503731518445,0.045651628297911084,219
