mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_iter,param_l1_ratio,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.038338422775268555,0.021132822239084092,0.01723623275756836,0.012771054676508213,10000,0.631578947368421,10000.0,"{'max_iter': 10000, 'l1_ratio': 0.631578947368421, 'alpha': 10000.0}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
0.05104906558990478,0.02273481806024047,0.028902983665466307,0.01488302107646442,5000,0.42105263157894735,78.47599703514607,"{'max_iter': 5000, 'l1_ratio': 0.42105263157894735, 'alpha': 78.47599703514607}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
0.2827949047088623,0.09500073679313294,0.031334877014160156,0.011158884989636724,10000,0.6842105263157894,0.00026366508987303583,"{'max_iter': 10000, 'l1_ratio': 0.6842105263157894, 'alpha': 0.00026366508987303583}",-0.0022281337749549468,-0.0022854304151077908,-0.0038492598800547047,-0.0016415079662948175,-0.0029206549122965447,-0.006432248984798729,-0.0015910635665026007,-0.003024948327643847,-0.0030446732861958816,-0.002295463168408912,-0.002931338428225878,0.0013377857405053879,269
0.04646620750427246,0.016060005282958638,0.02926371097564697,0.015496888891921795,5000,0.3157894736842105,0.08858667904100823,"{'max_iter': 5000, 'l1_ratio': 0.3157894736842105, 'alpha': 0.08858667904100823}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
0.3553335666656494,0.1553730618409975,0.04164621829986572,0.025115038647739646,5000,1.0,0.0001,"{'max_iter': 5000, 'l1_ratio': 1.0, 'alpha': 0.0001}",-0.0023481840941997167,-0.0023318180480598333,-0.0039592482656923556,-0.001665226047783409,-0.003007414557578379,-0.0066786910390084315,-0.0017604987921971658,-0.003120393457332321,-0.0031396896352461462,-0.0024512412354314147,-0.003046240517252917,0.001376810005813747,277
0.05936355590820312,0.0276045568164985,0.04014286994934082,0.025058121641895928,5000,0.6842105263157894,3792.690190732246,"{'max_iter': 5000, 'l1_ratio': 0.6842105263157894, 'alpha': 3792.690190732246}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
0.05126276016235352,0.013193614969210312,0.03424890041351318,0.011124651602652408,10000,0.3684210526315789,0.012742749857031334,"{'max_iter': 10000, 'l1_ratio': 0.3684210526315789, 'alpha': 0.012742749857031334}",-0.0013150146012243296,-0.001993112644594644,-0.003136388560120389,-0.0017137413971599785,-0.002071348855714068,-0.005580839644204732,-0.0015276808742327496,-0.0021325771145804763,-0.0018529610569552558,-0.0015428290340771783,-0.0022866493782863805,0.0011966489763587146,12
0.05496723651885986,0.008553036077930535,0.031178879737854003,0.01073743953450585,10000,0.21052631578947367,545.5594781168514,"{'max_iter': 10000, 'l1_ratio': 0.21052631578947367, 'alpha': 545.5594781168514}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
0.04479351043701172,0.016602677058898046,0.01907203197479248,0.012967146254524067,1000,0.894736842105263,0.03359818286283781,"{'max_iter': 1000, 'l1_ratio': 0.894736842105263, 'alpha': 0.03359818286283781}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
0.0542391300201416,0.011397444018162119,0.022100234031677247,0.009620060570907158,1000,0.2631578947368421,78.47599703514607,"{'max_iter': 1000, 'l1_ratio': 0.2631578947368421, 'alpha': 78.47599703514607}",-0.0015135399967045732,-0.002176025041081252,-0.0034654868081424074,-0.0021960506393019384,-0.002218367615284105,-0.005985785056337706,-0.0018801825252170988,-0.002168248570240162,-0.001963536806251333,-0.0019602994820837024,-0.002552752254064428,0.00124008473416832,59
