mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.00046470165252685545,0.00011938684829931969,0.00031664371490478513,0.00016905112853578326,17,7,0.1,10,"{'min_samples_split': 17, 'min_samples_leaf': 7, 'max_features': 0.1, 'max_depth': 10}",-0.001783208281457393,-0.0024796679884424417,-0.004173579332861884,-0.0022596063794522924,-0.0027938827463150967,-0.006001314503979015,-0.0021091653225024107,-0.002682575994575796,-0.002543557137522033,-0.001971483866315122,-0.002879804155342349,0.0012142170836211452,59
0.0009593725204467774,0.00014714222183341566,0.0002567291259765625,2.2660253003893596e-05,9,7,0.30000000000000004,20,"{'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 0.30000000000000004, 'max_depth': 20}",-0.0024389263679420858,-0.0025609354123760373,-0.003190535769939842,-0.002513997696660117,-0.00314370876904486,-0.007161871934763541,-0.0018503083112363058,-0.0029357264885024057,-0.0035301983603405604,-0.0019957775577746106,-0.0031321986668580368,0.0014339680563361995,162
0.00039920806884765627,3.617953036196193e-05,0.00020689964294433593,3.2004051161003745e-05,9,5,0.1,80,"{'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': 0.1, 'max_depth': 80}",-0.0016220261564179079,-0.002224937380090507,-0.003870543667737943,-0.002196502011255994,-0.0029097777609808067,-0.006848613277263558,-0.001346855783237374,-0.0027049978528585618,-0.0030080499452832072,-0.002569683005188215,-0.002930198684031407,0.00147239195980017,82
0.0010345458984375,0.0001547915727943971,0.000251317024230957,5.678001907421837e-05,4,7,0.4,20,"{'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 0.4, 'max_depth': 20}",-0.0020601065763030954,-0.0024300450095082193,-0.004334443956805308,-0.002498510952202054,-0.0020328107403550094,-0.006260950896655137,-0.001824587686929138,-0.0033888315842975376,-0.00330137806850627,-0.0020386090100864796,-0.003017027448164825,0.0013173732286181686,117
0.000635528564453125,7.66106232142066e-05,0.00023376941680908203,3.9732046680302776e-05,2,8,0.2,30,"{'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 0.2, 'max_depth': 30}",-0.0020771566885223035,-0.0022518531977386747,-0.003565507412836515,-0.002438538657420833,-0.0025690697598253955,-0.005966443511979438,-0.0019420880956811577,-0.0021720627596014765,-0.002161412970583271,-0.0018898946189966248,-0.002703402767318569,0.0011786606602390993,10
0.0016936063766479492,0.000500256181030144,0.00027666091918945315,3.7604467882647605e-05,4,9,0.7000000000000001,10,"{'min_samples_split': 4, 'min_samples_leaf': 9, 'max_features': 0.7000000000000001, 'max_depth': 10}",-0.002064621537291973,-0.0023748858314790507,-0.003951202421957756,-0.0027010091740042076,-0.003582840373948472,-0.00619302814186087,-0.0022840135705864593,-0.0030226483130830623,-0.003064992574809057,-0.0025068915492672916,-0.0031746133488288197,0.0011511144619990457,175
0.0008705615997314453,0.00025797864627593627,0.00028471946716308595,0.00011252562850478672,2,4,0.2,40,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.2, 'max_depth': 40}",-0.002614464260779543,-0.0032439965606724315,-0.004799021762087977,-0.0029893905836131662,-0.00443107135866241,-0.005923373502075969,-0.00267670586403869,-0.002766562099332859,-0.0034858086566875333,-0.0027718835371107384,-0.003570227818506132,0.001059919984132204,253
0.0016762256622314454,0.00022755549502551247,0.00027790069580078123,6.567782337039606e-05,4,5,0.6,90,"{'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 0.6, 'max_depth': 90}",-0.0018191545765766407,-0.003048130009893159,-0.004535843659466691,-0.0026755329694400152,-0.0027703056320092325,-0.006466885156201457,-0.0023859209840987727,-0.0026494873852205714,-0.002749316900458383,-0.002850080108095102,-0.003195065738146002,0.001270339438905334,182
0.0023761987686157227,0.00016705301822384422,0.00033736228942871094,2.569285159787764e-05,12,5,0.9,60,"{'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features': 0.9, 'max_depth': 60}",-0.0024017900537333715,-0.0030898429472239882,-0.005002679291613122,-0.002505860282762546,-0.002784210409761206,-0.006165564763123415,-0.0022432731419720544,-0.0035721496219363637,-0.0036367311370026495,-0.0024929909856383423,-0.003389509263476706,0.0012138159441465403,229
0.0012928009033203124,0.00015323346632348651,0.0002617835998535156,5.51128667992083e-05,5,1,0.30000000000000004,20,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.30000000000000004, 'max_depth': 20}",-0.0037458415800550133,-0.0034362753941061873,-0.004750024504600546,-0.003357998355869202,-0.003430353126099699,-0.006504227996639884,-0.003517222072567372,-0.00387585823694192,-0.003840847561898059,-0.0032420740089658426,-0.003970072283774372,0.0009376593491984068,282
0.0023573875427246095,9.120800513009119e-05,0.00035071372985839844,4.044762586645742e-05,3,3,0.8,70,"{'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.8, 'max_depth': 70}",-0.0031513218763460304,-0.0030469036267151512,-0.004774796395271761,-0.0034728812757253173,-0.003968668003349298,-0.006777102456772913,-0.0018626077521185914,-0.0029563417305728326,-0.005413637269061779,-0.003408564549058534,-0.003883282493499221,0.0013449793779048563,276
0.00818617343902588,0.013837474563175854,0.0011677503585815429,0.002127921901391606,16,5,0.9,100,"{'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 0.9, 'max_depth': 100}",-0.002073860431970653,-0.00343237025870893,-0.004164381752219958,-0.0025992089186172677,-0.002824325339354941,-0.005821845633458172,-0.001857758383076349,-0.0031702371494539703,-0.0033444755425792744,-0.003224347506742084,-0.00325128109161816,0.0010689266201671275,197
0.0018867731094360351,0.00017107153758308389,0.0003155708312988281,6.301445894099261e-05,15,9,0.9,60,"{'min_samples_split': 15, 'min_samples_leaf': 9, 'max_features': 0.9, 'max_depth': 60}",-0.0019688216929484247,-0.002553705463924458,-0.0035558391997362014,-0.0026670686505799205,-0.003367578045301808,-0.005861976395334487,-0.0020455796938593676,-0.0026578137254684507,-0.003105693742929332,-0.0025163309901120733,-0.0030300407600194522,0.001061716652084757,122
0.0012335538864135741,0.00015418208764678772,0.0002744913101196289,4.552234886760354e-05,2,4,0.4,100,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.4, 'max_depth': 100}",-0.002714088268950996,-0.002982680705701188,-0.004550069066833532,-0.0024438415889836878,-0.003368449046024947,-0.00791647643866999,-0.002007383799965473,-0.003203355999816801,-0.003515467595816594,-0.0025506784671909164,-0.0035252490977954127,0.001607387263716651,247
0.0022043228149414063,0.00019076133186745042,0.00043318271636962893,0.00020362885319211182,5,6,0.9,10,"{'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 0.9, 'max_depth': 10}",-0.0021274417633361815,-0.003121947394313055,-0.00335718268574011,-0.0029059801279310692,-0.0029927719351569492,-0.005883167019681005,-0.001989545408950248,-0.0027964083618246434,-0.0028528978924380367,-0.00259506344715703,-0.0030622406036528325,0.0010215035148808296,136
0.0006194829940795899,0.00010952110044537744,0.00022766590118408203,3.675428677652483e-05,11,10,0.2,10,"{'min_samples_split': 11, 'min_samples_leaf': 10, 'max_features': 0.2, 'max_depth': 10}",-0.0017229386799944102,-0.0020212713429297218,-0.0036800530237698363,-0.002308637292139098,-0.002947141560749186,-0.005734644688000358,-0.0017968790123513885,-0.002806734959617123,-0.002209024953079397,-0.0023648788598388884,-0.0027592204372469406,0.0011377367616581039,17
0.0011990070343017578,0.00021108523243886846,0.0003139495849609375,0.00011883753029654707,8,4,0.4,40,"{'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 0.4, 'max_depth': 40}",-0.0019938022366090243,-0.0032954513975014935,-0.00426954295008772,-0.002519172809861545,-0.0030654087485015506,-0.006775596479500694,-0.002461042747776486,-0.0030482435796764153,-0.0028429977509293694,-0.003050179443085019,-0.0033321438143529315,0.0012813602751735268,214
0.0008318424224853516,5.2677558585493165e-05,0.0001962423324584961,3.27905645121798e-05,19,6,0.30000000000000004,20,"{'min_samples_split': 19, 'min_samples_leaf': 6, 'max_features': 0.30000000000000004, 'max_depth': 20}",-0.001783590737813022,-0.002795400057090244,-0.002954289778083268,-0.002288152836476797,-0.0032022340129793615,-0.005545244405043175,-0.0023426954699592717,-0.0027115705916497214,-0.002994819218841028,-0.0019972508845198574,-0.0028615247992455745,0.0009939072241134566,56
0.001243424415588379,0.0003393381919749484,0.0002790212631225586,4.547899859445968e-05,17,5,0.4,70,"{'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 0.4, 'max_depth': 70}",-0.0020866353544177815,-0.0027786375452591348,-0.0031355645410584727,-0.0023470258104581043,-0.002300477584775727,-0.006390650464075706,-0.002055455362111012,-0.0022258327562239572,-0.0035613792127505324,-0.002257204940791837,-0.0029138863571922264,0.0012489221972614459,73
0.0016548633575439453,0.0001714646019577219,0.00041117668151855467,0.00018000483354589539,2,1,0.5,10,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10}",-0.002069978153251992,-0.00313536997410253,-0.003925763971266257,-0.010294409290736013,-0.003715670998073582,-0.006815169888878384,-0.004521006301238785,-0.0033654679693762377,-0.003192319296659892,-0.0041405235313304095,-0.004517567937491408,0.002253244348677935,298
0.00043511390686035156,3.0578054170293947e-05,0.00019698143005371095,1.7565414991958246e-05,6,3,0.1,60,"{'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 0.1, 'max_depth': 60}",-0.0024449113772155562,-0.0029001461873616134,-0.004454388748923504,-0.0028991204740073284,-0.0035395830018199632,-0.007235256057060154,-0.0026010205611576463,-0.002653868015284686,-0.003991376800103937,-0.0021441493390894776,-0.003486382056202387,0.0014248047715596443,246
0.0019644975662231447,7.634578746523186e-05,0.00031390190124511717,6.273564389462099e-05,12,5,0.8,50,"{'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features': 0.8, 'max_depth': 50}",-0.0023846015833738844,-0.0026703050447703285,-0.003043064166393437,-0.0026513368194085014,-0.003481269695205636,-0.006377676045486606,-0.0026591695277879664,-0.0032229642192486505,-0.0025879063502226283,-0.0031259936319185454,-0.003220428708381619,0.0011007650234691755,188
0.0011147737503051757,0.00011194116893188792,0.00021469593048095703,3.960264652721453e-05,9,3,0.4,90,"{'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 0.4, 'max_depth': 90}",-0.0022919680542057407,-0.003262897135688102,-0.004504352214260307,-0.0029902857028513445,-0.002941562823928625,-0.005957473781906133,-0.002607646042312166,-0.003191456338007345,-0.00315887647585722,-0.002563205103862221,-0.0033469723672879203,0.0010385754957287427,218
0.0007681846618652344,5.1735513204483845e-05,0.00020611286163330078,4.111504029312106e-05,5,9,0.30000000000000004,20,"{'min_samples_split': 5, 'min_samples_leaf': 9, 'max_features': 0.30000000000000004, 'max_depth': 20}",-0.00218223033762816,-0.002405207124387989,-0.0033357351005540085,-0.002361981425260175,-0.003468156051517671,-0.00605794737047358,-0.0017540198411784007,-0.0018534387666333599,-0.002792971990394243,-0.0022521003787560035,-0.002846378838678359,0.0011977400719850268,49
0.0017609357833862304,0.00014196930335761405,0.00022518634796142578,4.3445236395306604e-05,18,1,0.7000000000000001,30,"{'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 0.7000000000000001, 'max_depth': 30}",-0.0022811429323598173,-0.0029215031926810623,-0.004337205000501316,-0.0031849937019521202,-0.003025270929707981,-0.0069512498512995045,-0.0016807872968564981,-0.0021953038742578515,-0.0033541622551396338,-0.0028516235354168694,-0.003278324257017265,0.0014042411363989842,202
0.0003613710403442383,4.113229084356638e-05,0.00017566680908203124,1.066975752103448e-05,12,5,0.1,30,"{'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features': 0.1, 'max_depth': 30}",-0.002010066772695872,-0.0024015498256360077,-0.0038065789861556325,-0.00253896199355945,-0.002802303259336796,-0.005755635551263769,-0.0021410264251543803,-0.0024986685764943626,-0.0020387429796001745,-0.001699165590885844,-0.002769269996078229,0.0011360826586674223,20
0.001541304588317871,4.287506571024272e-05,0.00022194385528564453,4.187969442173533e-05,18,9,0.8,70,"{'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 0.8, 'max_depth': 70}",-0.00208110097678056,-0.0023139502059651533,-0.0032801149260386847,-0.002354666370498256,-0.0031787316072439745,-0.006471264001627918,-0.0015676830248814867,-0.0034876282769702466,-0.002689241423786271,-0.0019760857390184825,-0.0029400466552811032,0.0013149113613155007,85
0.0012534141540527343,4.1605620094692586e-05,0.00021927356719970704,8.735964191327763e-05,15,1,0.5,10,"{'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10}",-0.002307739054534941,-0.002654148688671305,-0.003910808698593109,-0.0027790811423976064,-0.0031623979403519885,-0.0064316660248175134,-0.002191708252323206,-0.0035710430415859876,-0.0019543414238706305,-0.0020276216281415,-0.003099055589528779,0.0012727980174633722,153
0.0016684532165527344,5.195205941039625e-05,0.00025095939636230467,4.250184165829556e-05,9,3,0.7000000000000001,10,"{'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 0.7000000000000001, 'max_depth': 10}",-0.0020942356852437878,-0.002455338652462295,-0.00482484226000047,-0.0028596748053685006,-0.003924348687717688,-0.006744848553567226,-0.002295151333605237,-0.0028117583930099043,-0.0032037493806732474,-0.003118036068821302,-0.0034331983820469663,0.001343733644881546,236
0.001306915283203125,2.647846298345054e-05,0.00020627975463867189,3.357925729008576e-05,4,7,0.6,10,"{'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 0.6, 'max_depth': 10}",-0.0019153184305002614,-0.0030271459523199796,-0.003856661791407173,-0.0030440210091772627,-0.00314606950597055,-0.006463810913454847,-0.0026721566167627114,-0.002860542691889503,-0.002738755696906966,-0.0023895389657085887,-0.003211402157409784,0.0011854675361315712,184
0.0006069421768188476,4.169436544770451e-05,0.00017659664154052735,7.64654883423991e-06,15,5,0.2,70,"{'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 0.2, 'max_depth': 70}",-0.002295327626365386,-0.0029546729348419107,-0.004051477725327852,-0.0023641433274113905,-0.0025951822352357017,-0.006302060316547176,-0.0026773622202301266,-0.003025661512498991,-0.002838916251791816,-0.0017527045044452695,-0.0030857508654695623,0.0012119790483650645,146
0.0023105859756469725,0.00011134597158649656,0.0002611637115478516,4.657959562120452e-05,13,3,0.9,20,"{'min_samples_split': 13, 'min_samples_leaf': 3, 'max_features': 0.9, 'max_depth': 20}",-0.0024757466648126928,-0.00397392756169457,-0.004037548621273236,-0.0029878355264167213,-0.003089588945590452,-0.006090596623792998,-0.0021897945965788116,-0.00311953848355486,-0.005802403190956313,-0.0031700786829644625,-0.0036937058897635114,0.0012490267921032865,264
0.0014200687408447265,8.146060539899848e-05,0.0002299070358276367,6.0402682385233337e-05,19,6,0.7000000000000001,20,"{'min_samples_split': 19, 'min_samples_leaf': 6, 'max_features': 0.7000000000000001, 'max_depth': 20}",-0.0016780114625235636,-0.0024400635208112675,-0.003564363726524125,-0.0022047551081666953,-0.0022438900696177015,-0.005819856994429564,-0.0020049063868829943,-0.0029031110053363137,-0.0024814807114156502,-0.0022851297512641116,-0.0027625568736971986,0.001129208006641603,18
0.0028382062911987303,9.032905965283756e-05,0.0002836465835571289,5.6584323947146396e-05,3,2,0.9,100,"{'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.9, 'max_depth': 100}",-0.002782236881261741,-0.004588489908253239,-0.004329934669647864,-0.0027010318985932853,-0.0045807121839883955,-0.008037654841961077,-0.0029313951366416345,-0.003123368006937364,-0.0036732973647078896,-0.003084106477986714,-0.003983222736997921,0.001520477111268551,284
0.0008291006088256836,7.142005528055832e-05,0.00020816326141357422,4.16357553496777e-05,4,10,0.4,30,"{'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 0.4, 'max_depth': 30}",-0.0021789894584675093,-0.0023901105509751717,-0.0035730905513221794,-0.002408459122053986,-0.0032383903819480754,-0.006125925018677988,-0.0017345192288806578,-0.0027744670380336813,-0.001966422355319142,-0.001912856827451964,-0.0028303230533130355,0.0012315510991459245,44
0.0013422489166259766,8.461171381485964e-05,0.00022928714752197267,4.0371672214934775e-05,19,1,0.5,80,"{'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 80}",-0.0063158570718129135,-0.0031274168489263386,-0.0030070772305641697,-0.0027929901571304987,-0.0028240078640419633,-0.005875798757305944,-0.002026500260203727,-0.002314708667537066,-0.003673854379721812,-0.0023956843779190046,-0.0034353895615163435,0.0014034315233697912,237
0.00030918121337890624,1.956915529930991e-05,0.00016677379608154297,4.837312619011884e-06,3,8,0.1,20,"{'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 0.1, 'max_depth': 20}",-0.0014827367855463989,-0.0024175591399423412,-0.0035296907109885604,-0.0019679482819595106,-0.002238847169300756,-0.006189553780565295,-0.0019224758763222434,-0.002559459520827811,-0.0023844430088989423,-0.0020099734536002723,-0.002670268772795213,0.001279320337798282,4
0.0017475843429565429,0.00011076289040324806,0.00029969215393066406,0.00013602877956205825,5,4,0.6,60,"{'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.6, 'max_depth': 60}",-0.002316145213985808,-0.003385666733251224,-0.0047386299648055925,-0.003223611577872849,-0.004196719204041759,-0.006819514544543225,-0.0026810505703018187,-0.0038012035978576093,-0.0021286764679280526,-0.002234181543880602,-0.0035525399418468544,0.0013691747651380522,251
0.0012299537658691407,0.00012068986796147759,0.00032551288604736327,7.75301184350579e-05,11,9,0.5,60,"{'min_samples_split': 11, 'min_samples_leaf': 9, 'max_features': 0.5, 'max_depth': 60}",-0.0020358486872588963,-0.002152039673977179,-0.0037557206340276205,-0.0023121377207866592,-0.0026455463437445037,-0.006448161088058406,-0.0018231200729197851,-0.0026111714513677186,-0.002466504902662011,-0.002336686645212977,-0.002858693722001576,0.001294971271123898,55
0.0027156352996826174,0.0006422889771597464,0.0005272865295410156,0.0004220483128248755,8,4,0.8,90,"{'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 90}",-0.002521878962978827,-0.0036942070773418817,-0.00457078881326109,-0.0034385830901679203,-0.003522992310442243,-0.006921192377297049,-0.002402270956144184,-0.003789032263744819,-0.0034746324837642392,-0.0034823756171197756,-0.0037817953952262026,0.0011977186725371444,269
0.00042774677276611326,8.610789582054202e-05,0.000205230712890625,2.5318167233684302e-05,3,7,0.1,80,"{'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.1, 'max_depth': 80}",-0.0015477812377600229,-0.002727905624447807,-0.0036567034688072507,-0.002489956743492573,-0.0022807308979554846,-0.0066670489157952635,-0.0019247675899353575,-0.0026008303467974295,-0.0027421032542892117,-0.002483519369860693,-0.002912134744914109,0.0013568527972476518,70
0.002653193473815918,0.0011803755827777453,0.0003519296646118164,4.081980221625973e-05,11,8,0.9,100,"{'min_samples_split': 11, 'min_samples_leaf': 8, 'max_features': 0.9, 'max_depth': 100}",-0.0027854824896554487,-0.002904879170171267,-0.003869716189903632,-0.002082110910383736,-0.0027705924135850925,-0.005999510708840361,-0.002140899430355696,-0.002531187680072636,-0.002709080854452762,-0.0020001319254318844,-0.002979359177285251,0.0011287884283479978,99
0.007113885879516601,0.016687640147652328,0.0004057168960571289,0.00032149629393187694,13,9,0.6,30,"{'min_samples_split': 13, 'min_samples_leaf': 9, 'max_features': 0.6, 'max_depth': 30}",-0.0020392943416633344,-0.002712797605210077,-0.0035867381374780944,-0.0023313846313065285,-0.0034464186824315277,-0.006030870272069517,-0.0021327834336543274,-0.002338052215328795,-0.0024956647631900917,-0.0020522901043605506,-0.0029166294186692846,0.0011599764634913285,74
0.0018906831741333009,0.0004625176330415738,0.0008547067642211914,0.0009289180003319207,19,1,0.4,20,"{'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 0.4, 'max_depth': 20}",-0.002230847375834136,-0.003117337929766046,-0.004974160008683996,-0.002006948460012231,-0.003335917135398332,-0.005432422441182889,-0.0025507698586532774,-0.0032260956949061166,-0.00401076302088396,-0.002386682146960039,-0.0033271944072281027,0.0010999321869727531,212
0.0016427040100097656,0.0005468938476484338,0.00030405521392822265,0.00011601047503074648,14,4,0.5,30,"{'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 30}",-0.0024038479183889666,-0.0028525492380515466,-0.004898652356590642,-0.00283222820583889,-0.003282673805139897,-0.006217086150839864,-0.0023816244867393296,-0.0036690550203933854,-0.0025381031276089728,-0.00263494088133122,-0.0033710761190922714,0.0011932887276223437,225
0.001126575469970703,0.0002583039209605102,0.00024287700653076173,3.693719409932626e-05,16,8,0.4,70,"{'min_samples_split': 16, 'min_samples_leaf': 8, 'max_features': 0.4, 'max_depth': 70}",-0.0014150228715630608,-0.002245132434692877,-0.00444184798546944,-0.002336012798276891,-0.0020948973648583402,-0.0059164707339751064,-0.0017882223885586422,-0.003328504393608551,-0.0025636453429127948,-0.0018476191320082479,-0.0027977375445923953,0.001327117200459687,30
0.0004729032516479492,8.801400344802553e-05,0.0002376079559326172,6.473863053627002e-05,17,2,0.1,100,"{'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 0.1, 'max_depth': 100}",-0.0022527945962609805,-0.002822351822947572,-0.003947780153503211,-0.002470712225429767,-0.002970332847674569,-0.006145362714202925,-0.001903761412164963,-0.0030429682541557816,-0.0026028824544013117,-0.0019793955013677656,-0.0030138341982108843,0.001185896355136867,115
0.0005868673324584961,0.00013627002592701568,0.0002414703369140625,7.318594506638963e-05,5,1,0.1,10,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_depth': 10}",-0.0017152233659069119,-0.0031347749814945496,-0.011255725602072848,-0.0026291502333790203,-0.005932686297357434,-0.00654854509288675,-0.0025807342209994543,-0.0030955052287766,-0.0037004875023150803,-0.004505830349950779,-0.004509866287513943,0.002670249464383745,297
