mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.12465531826019287,0.013636526625570758,0.0015517234802246093,0.0003706944948708403,0.7,60,1,4,0.020833333333333336,0.25,0.5,"{'subsample': 0.7, 'n_estimators': 60, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.020833333333333336, 'gamma': 0.25, 'colsample_bytree': 0.5}",-1.6051943030054383,-1.7213983805153257,-1.7487963349201625,-1.8025667874919,-1.6945726897945206,-1.6439788112985425,-1.7462182296621227,-1.718832596793236,-1.7192420240236843,-1.7380203789126518,-1.7138820536417583,0.05281510235915837,288
0.13675463199615479,0.03479675524469191,0.0016333341598510742,0.00010414308296999479,0.6,90,5,4,0.09604166666666668,0.125,0.75,"{'subsample': 0.6, 'n_estimators': 90, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.09604166666666668, 'gamma': 0.125, 'colsample_bytree': 0.75}",-1.0916938797107048,-1.1626575717087093,-1.1960164256407309,-1.16602560087232,-1.1290215966659944,-1.1141421891445755,-1.1415474620920152,-1.1784331018734162,-1.1362716474096797,-1.201586795921608,-1.1517396271039755,0.03370358131642574,148
0.4893381357192993,0.12379675475568819,0.003249454498291016,0.00016644078703828604,0.9,180,1,8,0.03666666666666667,0.25,0.5,"{'subsample': 0.9, 'n_estimators': 180, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.03666666666666667, 'gamma': 0.25, 'colsample_bytree': 0.5}",-0.7502506111987532,-0.8001501142862009,-0.8232232210824072,-0.8094732887221041,-0.7407812902732002,-0.7691583130385296,-0.8007598538220858,-0.8399618309127886,-0.7581710392771752,-0.7957921544090494,-0.7887721717022294,0.031090838840320035,69
0.14474523067474365,0.03591349830771381,0.002438640594482422,0.0026678060981578195,0.7,160,9,2,0.064375,0.5,0.5,"{'subsample': 0.7, 'n_estimators': 160, 'min_child_weight': 9, 'max_depth': 2, 'learning_rate': 0.064375, 'gamma': 0.5, 'colsample_bytree': 0.5}",-1.2931049095088092,-1.3825107176530458,-1.4096778375768206,-1.420570151989843,-1.3459508199574504,-1.3254732751768383,-1.3480284513038367,-1.3737462515810892,-1.3394399309381226,-1.4289647423068956,-1.366746708799275,0.041909115144706216,219
0.10120112895965576,0.008856894039299904,0.0014162540435791015,0.00021418686525091974,0.5,80,1,2,0.1,0.125,0.5,"{'subsample': 0.5, 'n_estimators': 80, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0.125, 'colsample_bytree': 0.5}",-1.3204328309713231,-1.4113122261348683,-1.4298758958405624,-1.4403662649346984,-1.3706700783963206,-1.3515187136482016,-1.3814225018581183,-1.395996638429541,-1.3792410653121296,-1.455886465906772,-1.3936722681432536,0.03963150722532838,230
0.28694307804107666,0.025196715096164852,0.0026770114898681642,0.0017907967301872105,0.5,100,1,6,0.005,0.375,0.75,"{'subsample': 0.5, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.005, 'gamma': 0.375, 'colsample_bytree': 0.75}",-1.830091177388626,-1.9471537414292996,-1.97877167787472,-2.0520012645340837,-1.933646321903085,-1.8622309687313972,-1.9897446439841584,-1.9552411331836104,-1.9562785495217996,-1.9534422457204734,-1.9458601724271254,0.059225107596478754,294
0.3732098340988159,0.08895894372331645,0.0022650241851806642,0.0002168848826757534,0.7,150,1,6,0.064375,0.5,0.875,"{'subsample': 0.7, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.064375, 'gamma': 0.5, 'colsample_bytree': 0.875}",-0.8256216534017656,-0.8652405537364466,-0.9145358911265346,-0.8824610027347133,-0.8128740696331359,-0.8443724927634388,-0.8493524379313782,-0.9213192402804068,-0.8270125864609599,-0.8953293859476869,-0.8638119314016466,0.03635589778616025,84
0.13795533180236816,0.03614443882966085,0.0019339561462402345,0.00133808249108851,0.8,190,1,2,0.04854166666666667,0.25,0.5,"{'subsample': 0.8, 'n_estimators': 190, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.04854166666666667, 'gamma': 0.25, 'colsample_bytree': 0.5}",-1.3051537891668563,-1.3949928127824835,-1.4224666848753045,-1.4346164883811776,-1.3530150672214964,-1.3388435332700193,-1.359458334612713,-1.3838818024688617,-1.3647304070290285,-1.443880355219716,-1.3801039275027658,0.04217338241104754,225
0.24619872570037843,0.07353958796743222,0.002721214294433594,0.0017313740502264308,0.7,180,9,4,0.08020833333333334,0.25,0.875,"{'subsample': 0.7, 'n_estimators': 180, 'min_child_weight': 9, 'max_depth': 4, 'learning_rate': 0.08020833333333334, 'gamma': 0.25, 'colsample_bytree': 0.875}",-0.9782941413482049,-1.0178836046772382,-1.0665876937436933,-1.0452458866180916,-0.9972096054169214,-1.0141870884961022,-1.0114250471166055,-1.0673501526500295,-0.9977839221459298,-1.0898627843487274,-1.0285829926561543,0.03472473138224746,115
0.3091993808746338,0.07386422295169259,0.0024949312210083008,0.0007943684964140474,0.9,50,7,10,0.020833333333333336,0.0,1.0,"{'subsample': 0.9, 'n_estimators': 50, 'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.020833333333333336, 'gamma': 0.0, 'colsample_bytree': 1.0}",-1.294801222745867,-1.3846623260960367,-1.4085657085395413,-1.4529225544607367,-1.3404871802978775,-1.3180761260949088,-1.3876282155749369,-1.4006310640852688,-1.3673763830858,-1.4034009806282983,-1.375855176160927,0.044529869855904104,222
