mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.004117012023925781,0.00693602851969002,0.00033245086669921877,0.0002894007406154819,auto,0.0001,"{'solver': 'auto', 'alpha': 0.0001}",-0.0013548009210519404,-0.0019888427104695398,-0.003105953110625506,-0.0016426630024237042,-0.0021294590549115625,-0.005280878894777059,-0.001296154854403729,-0.0022133571643236424,-0.0023484535242254126,-0.0016357272998768094,-0.0022996290537088907,0.001115590083646285,97
0.015401077270507813,0.011522602361269322,0.0006097793579101562,0.00039992441050094483,svd,0.0001,"{'solver': 'svd', 'alpha': 0.0001}",-0.0013548009210519406,-0.00198884271046954,-0.0031059531106255047,-0.0016426630024237053,-0.002129459054911562,-0.005280878894777057,-0.0012961548544037286,-0.002213357164323645,-0.0023484535242254113,-0.0016357272998768085,-0.00229962905370889,0.0011155900836462846,96
0.0004771709442138672,0.0004651563366732692,0.00015032291412353516,9.516605334886089e-06,cholesky,0.0001,"{'solver': 'cholesky', 'alpha': 0.0001}",-0.0013548009210519404,-0.0019888427104695398,-0.003105953110625506,-0.0016426630024237042,-0.0021294590549115625,-0.005280878894777059,-0.001296154854403729,-0.0022133571643236424,-0.0023484535242254126,-0.0016357272998768094,-0.0022996290537088907,0.001115590083646285,97
0.02890961170196533,0.06122175095537368,0.00038449764251708985,0.0002631042095969884,lsqr,0.0001,"{'solver': 'lsqr', 'alpha': 0.0001}",-0.0013547150513931073,-0.00198893222804003,-0.0031059421588315963,-0.0016427069751514707,-0.0021294432691990133,-0.005280863249987456,-0.001296055662865146,-0.0022136318083896575,-0.0023485272250020795,-0.001635771996718661,-0.0022996589625578216,0.0011155920067699558,112
0.005521821975708008,0.005261187190811471,0.00033257007598876955,0.0002514551021532269,sparse_cg,0.0001,"{'solver': 'sparse_cg', 'alpha': 0.0001}",-0.0013547966688315463,-0.001988843668299066,-0.0031059421640063038,-0.001642660360275246,-0.002129462061318077,-0.00528086323196629,-0.0012961563578114388,-0.0022133499685126137,-0.0023484794466798265,-0.001635772008715143,-0.002299632593641555,0.0011155829232785024,106
0.001844477653503418,0.0001866662191336834,0.00017862319946289064,5.541791523648966e-05,sag,0.0001,"{'solver': 'sag', 'alpha': 0.0001}",-0.0013547734320236199,-0.0019888207357903406,-0.0031059101141066615,-0.0016426645994225457,-0.0021294738885561507,-0.005280903830909608,-0.001296135278914319,-0.002213378681531719,-0.002348437921159496,-0.0016356767962357958,-0.0022996175278650255,0.001115600791656227,70
0.002794194221496582,0.0017518914097730094,0.0001966238021850586,0.0001439488792545936,saga,0.0001,"{'solver': 'saga', 'alpha': 0.0001}",-0.0013547941408459958,-0.0019888436752879338,-0.0031059642658986383,-0.001642649646558244,-0.002129471006560879,-0.005280924089712102,-0.0012961591142967486,-0.0022133324713655453,-0.0023484351855481696,-0.001635667332681144,-0.00229962409287554,0.001115607415591421,78
0.0011158466339111328,0.001518147494492464,0.0003241300582885742,0.00024396890439584595,auto,0.00026366508987303583,"{'solver': 'auto', 'alpha': 0.00026366508987303583}",-0.0013548008839564434,-0.0019888425730792505,-0.003105952926930583,-0.0016426627086805023,-0.002129458965996621,-0.005280879739173435,-0.001296155046310255,-0.00221335695319628,-0.0023484529062753477,-0.0016357264754175145,-0.0022996289179016234,0.0011155903523764733,93
0.014264941215515137,0.0185087256333866,0.0004387378692626953,0.00034140815940285894,svd,0.00026366508987303583,"{'solver': 'svd', 'alpha': 0.00026366508987303583}",-0.0013548008839564434,-0.001988842573079251,-0.0031059529269305826,-0.0016426627086805032,-0.0021294589659966207,-0.005280879739173433,-0.0012961550463102545,-0.002213356953196283,-0.0023484529062753473,-0.001635726475417514,-0.0022996289179016234,0.001115590352376473,93
0.00473029613494873,0.005772573441197089,0.0005626440048217774,0.0003366463996527323,cholesky,0.00026366508987303583,"{'solver': 'cholesky', 'alpha': 0.00026366508987303583}",-0.0013548008839564434,-0.0019888425730792505,-0.003105952926930583,-0.0016426627086805023,-0.002129458965996621,-0.005280879739173435,-0.001296155046310255,-0.00221335695319628,-0.0023484529062753477,-0.0016357264754175145,-0.0022996289179016234,0.0011155903523764733,93
