mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.021814703941345215,0.003748486642576334,0.00022077560424804688,3.414267266383677e-05,linear,1.0,3.189655172413793,"{'kernel': 'linear', 'gamma': 1.0, 'C': 3.189655172413793}",-0.0016496860567107754,-0.002334585982140756,-0.0033422633642756086,-0.0026809642254001084,-0.0024921592617980623,-0.006293377973218597,-0.001994879362793057,-0.0032006512439055335,-0.0033283624417492536,-0.002794117930041181,-0.0030111047842032936,0.0012160919727160354,103
0.0007524490356445312,6.73414110229457e-05,0.0002531290054321289,1.1421245380253891e-05,rbf,1.0,3.189655172413793,"{'kernel': 'rbf', 'gamma': 1.0, 'C': 3.189655172413793}",-0.0020180624428280374,-0.002367699670109307,-0.003957613650783862,-0.0024738725301105746,-0.0024026415705899933,-0.005778590799583389,-0.002192749746187194,-0.0028330097484219924,-0.002534329339382009,-0.002617928904686892,-0.0029176498402683254,0.0010774875280568203,34
0.02178030014038086,0.003756864359546143,0.0002007007598876953,7.893059424041199e-07,linear,0.1,3.189655172413793,"{'kernel': 'linear', 'gamma': 0.1, 'C': 3.189655172413793}",-0.0016496860567107754,-0.002334585982140756,-0.0033422633642756086,-0.0026809642254001084,-0.0024921592617980623,-0.006293377973218597,-0.001994879362793057,-0.0032006512439055335,-0.0033283624417492536,-0.002794117930041181,-0.0030111047842032936,0.0012160919727160354,103
0.0007403373718261718,5.987713516349306e-05,0.00024669170379638673,1.2444924566358212e-05,rbf,0.1,3.189655172413793,"{'kernel': 'rbf', 'gamma': 0.1, 'C': 3.189655172413793}",-0.0018431832306063955,-0.0024304570443254942,-0.0038353451928248685,-0.00252651346958282,-0.002997935710274406,-0.00569855213916853,-0.0017968434288359232,-0.0028656984066688005,-0.002657684469849509,-0.0023571633715575896,-0.002900937646369434,0.001084651613088815,4
0.021820807456970216,0.0037883057573919864,0.00021390914916992189,2.8710349060292228e-05,linear,0.01,3.189655172413793,"{'kernel': 'linear', 'gamma': 0.01, 'C': 3.189655172413793}",-0.0016496860567107754,-0.002334585982140756,-0.0033422633642756086,-0.0026809642254001084,-0.0024921592617980623,-0.006293377973218597,-0.001994879362793057,-0.0032006512439055335,-0.0033283624417492536,-0.002794117930041181,-0.0030111047842032936,0.0012160919727160354,103
0.0016356229782104493,0.00026004835978511937,0.0002519130706787109,1.1642641038537487e-05,rbf,0.01,3.189655172413793,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 3.189655172413793}",-0.002361876721938474,-0.002765905170975142,-0.003700220062582924,-0.002643373939774535,-0.004739334980119003,-0.007144131142284165,-0.002152059322875489,-0.003310748737956877,-0.0030341022705605934,-0.003198774143474991,-0.0035050526492542192,0.0013994306555603062,215
0.022318077087402344,0.0039209774466549665,0.0002493858337402344,6.756708498746386e-05,linear,0.001,3.189655172413793,"{'kernel': 'linear', 'gamma': 0.001, 'C': 3.189655172413793}",-0.0016496860567107754,-0.002334585982140756,-0.0033422633642756086,-0.0026809642254001084,-0.0024921592617980623,-0.006293377973218597,-0.001994879362793057,-0.0032006512439055335,-0.0033283624417492536,-0.002794117930041181,-0.0030111047842032936,0.0012160919727160354,103
0.0007808685302734375,0.00010611018614607891,0.00021004676818847656,4.079675605050552e-06,rbf,0.001,3.189655172413793,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 3.189655172413793}",-0.0015603499063616714,-0.0022935226183117066,-0.0034031249042571834,-0.0026995375103066334,-0.0022831651328606185,-0.0067000749758473425,-0.0019695348698808056,-0.003005457696126911,-0.0031323121027871355,-0.002578538286277373,-0.002962561800301738,0.0013517361275146723,65
0.02506110668182373,0.005003911677581895,0.00020055770874023439,3.0435511393037696e-06,linear,1.0,3.8620689655172415,"{'kernel': 'linear', 'gamma': 1.0, 'C': 3.8620689655172415}",-0.0016556558998410366,-0.002333223180381076,-0.0033542591883305517,-0.0026886544655519854,-0.002480375026839642,-0.006306213809487692,-0.0019821378935271413,-0.003216182270846452,-0.003328553793101457,-0.002795143629661103,-0.003014039915756814,0.0012209041094630073,139
0.0007521867752075196,6.836757829552117e-05,0.0002527475357055664,9.782979909094869e-06,rbf,1.0,3.8620689655172415,"{'kernel': 'rbf', 'gamma': 1.0, 'C': 3.8620689655172415}",-0.0020180624428280374,-0.002367699670109307,-0.003957613650783862,-0.0024738725301105746,-0.0024026415705899933,-0.005778590799583389,-0.002192749746187194,-0.0028330097484219924,-0.002534329339382009,-0.002617928904686892,-0.0029176498402683254,0.0010774875280568203,34
0.025036549568176268,0.005003451627838797,0.00019979476928710938,1.7520115919946514e-06,linear,0.1,3.8620689655172415,"{'kernel': 'linear', 'gamma': 0.1, 'C': 3.8620689655172415}",-0.0016556558998410366,-0.002333223180381076,-0.0033542591883305517,-0.0026886544655519854,-0.002480375026839642,-0.006306213809487692,-0.0019821378935271413,-0.003216182270846452,-0.003328553793101457,-0.002795143629661103,-0.003014039915756814,0.0012209041094630073,139
0.0007400035858154297,6.668545068614617e-05,0.00024552345275878905,1.1935130243463223e-05,rbf,0.1,3.8620689655172415,"{'kernel': 'rbf', 'gamma': 0.1, 'C': 3.8620689655172415}",-0.0018431832306063955,-0.0024304570443254942,-0.0038353451928248685,-0.00252651346958282,-0.002997935710274406,-0.00569855213916853,-0.0017968434288359232,-0.0028656984066688005,-0.002657684469849509,-0.0023571633715575896,-0.002900937646369434,0.001084651613088815,4
0.02530691623687744,0.005315245915515025,0.00024700164794921875,6.801568519013998e-05,linear,0.01,3.8620689655172415,"{'kernel': 'linear', 'gamma': 0.01, 'C': 3.8620689655172415}",-0.0016556558998410366,-0.002333223180381076,-0.0033542591883305517,-0.0026886544655519854,-0.002480375026839642,-0.006306213809487692,-0.0019821378935271413,-0.003216182270846452,-0.003328553793101457,-0.002795143629661103,-0.003014039915756814,0.0012209041094630073,139
0.0018254995346069336,0.0003194467157968208,0.0002564907073974609,1.204275820336484e-05,rbf,0.01,3.8620689655172415,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 3.8620689655172415}",-0.0024058296546795874,-0.002841995034997982,-0.0037540506505475534,-0.0026591045212762837,-0.004781260561356355,-0.007322797680228051,-0.002107143914558695,-0.003420191184758703,-0.0029868280217752357,-0.003338547138557264,-0.0035617748362735714,0.0014441227673314234,216
0.025030112266540526,0.004957865763229178,0.00019898414611816407,1.8535415387703712e-06,linear,0.001,3.8620689655172415,"{'kernel': 'linear', 'gamma': 0.001, 'C': 3.8620689655172415}",-0.0016556558998410366,-0.002333223180381076,-0.0033542591883305517,-0.0026886544655519854,-0.002480375026839642,-0.006306213809487692,-0.0019821378935271413,-0.003216182270846452,-0.003328553793101457,-0.002795143629661103,-0.003014039915756814,0.0012209041094630073,139
0.0008678436279296875,9.037944879801603e-05,0.00021562576293945312,5.292892456054687e-06,rbf,0.001,3.8620689655172415,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 3.8620689655172415}",-0.0015937977920200774,-0.002331387675081741,-0.0034146849205697353,-0.0027814853700133214,-0.002295144599256973,-0.0067210391761269184,-0.0020231745490524003,-0.00304023185217996,-0.0031542500340117794,-0.0026021184172367886,-0.0029957314385549694,0.0013462852665066854,66
0.02940075397491455,0.005603387079235128,0.00020051002502441406,3.1085979486478086e-06,linear,1.0,4.5344827586206895,"{'kernel': 'linear', 'gamma': 1.0, 'C': 4.5344827586206895}",-0.0016599138209207312,-0.0023357055648065973,-0.003356786760249194,-0.0026841738169708805,-0.002479213426266147,-0.006294133869108084,-0.001985875008881895,-0.003216286846252696,-0.0033284670568924707,-0.002799207055944437,-0.0030139763226293133,0.0012168887448130352,135
0.000758671760559082,7.396791462088884e-05,0.00025093555450439453,1.1130981893793566e-05,rbf,1.0,4.5344827586206895,"{'kernel': 'rbf', 'gamma': 1.0, 'C': 4.5344827586206895}",-0.0020180624428280374,-0.002367699670109307,-0.003957613650783862,-0.0024738725301105746,-0.0024026415705899933,-0.005778590799583389,-0.002192749746187194,-0.0028330097484219924,-0.002534329339382009,-0.002617928904686892,-0.0029176498402683254,0.0010774875280568203,34
0.02938680648803711,0.005621207717322232,0.00020456314086914062,6.887780294204394e-06,linear,0.1,4.5344827586206895,"{'kernel': 'linear', 'gamma': 0.1, 'C': 4.5344827586206895}",-0.0016599138209207312,-0.0023357055648065973,-0.003356786760249194,-0.0026841738169708805,-0.002479213426266147,-0.006294133869108084,-0.001985875008881895,-0.003216286846252696,-0.0033284670568924707,-0.002799207055944437,-0.0030139763226293133,0.0012168887448130352,135
0.0007321119308471679,6.983508096233635e-05,0.00024309158325195313,1.1348924715213035e-05,rbf,0.1,4.5344827586206895,"{'kernel': 'rbf', 'gamma': 0.1, 'C': 4.5344827586206895}",-0.0018431832306063955,-0.0024304570443254942,-0.0038353451928248685,-0.00252651346958282,-0.002997935710274406,-0.00569855213916853,-0.0017968434288359232,-0.0028656984066688005,-0.002657684469849509,-0.0023571633715575896,-0.002900937646369434,0.001084651613088815,4
0.02941126823425293,0.005581475120980164,0.000213623046875,2.8911238938873537e-05,linear,0.01,4.5344827586206895,"{'kernel': 'linear', 'gamma': 0.01, 'C': 4.5344827586206895}",-0.0016599138209207312,-0.0023357055648065973,-0.003356786760249194,-0.0026841738169708805,-0.002479213426266147,-0.006294133869108084,-0.001985875008881895,-0.003216286846252696,-0.0033284670568924707,-0.002799207055944437,-0.0030139763226293133,0.0012168887448130352,135
0.0019226312637329102,0.00029356894013457627,0.00025949478149414065,1.459511224950827e-05,rbf,0.01,4.5344827586206895,"{'kernel': 'rbf', 'gamma': 0.01, 'C': 4.5344827586206895}",-0.0024330186019260653,-0.002901662856431462,-0.0038202915914873087,-0.002700257372602762,-0.004813910856326653,-0.00754629567276292,-0.0021281009144493964,-0.003486779046751064,-0.00295933610159443,-0.00345682628137622,-0.0036246479295708274,0.001495279046758551,217
0.02944033145904541,0.005638717218714491,0.00021131038665771483,1.3532874614062598e-05,linear,0.001,4.5344827586206895,"{'kernel': 'linear', 'gamma': 0.001, 'C': 4.5344827586206895}",-0.0016599138209207312,-0.0023357055648065973,-0.003356786760249194,-0.0026841738169708805,-0.002479213426266147,-0.006294133869108084,-0.001985875008881895,-0.003216286846252696,-0.0033284670568924707,-0.002799207055944437,-0.0030139763226293133,0.0012168887448130352,135
0.0010189533233642579,0.00013735334692288053,0.00021827220916748047,1.057689417972087e-05,rbf,0.001,4.5344827586206895,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 4.5344827586206895}",-0.0016197859476611224,-0.002358438273809242,-0.003431919756773852,-0.002830082039794335,-0.002333762666762452,-0.006737509754250691,-0.0020657368442521798,-0.003055415675538067,-0.003166762039539102,-0.0026345531080884327,-0.0030233966106469473,0.001340771268771142,187
0.03230540752410889,0.0047095078212007115,0.00021104812622070314,1.4703991099093297e-05,linear,1.0,5.206896551724138,"{'kernel': 'linear', 'gamma': 1.0, 'C': 5.206896551724138}",-0.001649796969772967,-0.0023351926562500585,-0.0033520074120006195,-0.0026802963684464933,-0.0024854122356692053,-0.006296637183887434,-0.001987838116226944,-0.0032129934740073194,-0.003326651105199186,-0.0027991906535828233,-0.0030126016175043052,0.0012181555391693644,123
0.0007616281509399414,6.413098594535417e-05,0.00025708675384521483,1.648162305375954e-05,rbf,1.0,5.206896551724138,"{'kernel': 'rbf', 'gamma': 1.0, 'C': 5.206896551724138}",-0.0020180624428280374,-0.002367699670109307,-0.003957613650783862,-0.0024738725301105746,-0.0024026415705899933,-0.005778590799583389,-0.002192749746187194,-0.0028330097484219924,-0.002534329339382009,-0.002617928904686892,-0.0029176498402683254,0.0010774875280568203,34
0.03224947452545166,0.004797978414320444,0.0002123117446899414,2.7522066344276445e-05,linear,0.1,5.206896551724138,"{'kernel': 'linear', 'gamma': 0.1, 'C': 5.206896551724138}",-0.001649796969772967,-0.0023351926562500585,-0.0033520074120006195,-0.0026802963684464933,-0.0024854122356692053,-0.006296637183887434,-0.001987838116226944,-0.0032129934740073194,-0.003326651105199186,-0.0027991906535828233,-0.0030126016175043052,0.0012181555391693644,123
0.0007344245910644531,7.179425954173348e-05,0.00024597644805908204,1.255723744913944e-05,rbf,0.1,5.206896551724138,"{'kernel': 'rbf', 'gamma': 0.1, 'C': 5.206896551724138}",-0.0018431832306063955,-0.0024304570443254942,-0.0038353451928248685,-0.00252651346958282,-0.002997935710274406,-0.00569855213916853,-0.0017968434288359232,-0.0028656984066688005,-0.002657684469849509,-0.0023571633715575896,-0.002900937646369434,0.001084651613088815,4
0.032257246971130374,0.004783734630613735,0.0002011537551879883,2.1878720945861168e-06,linear,0.01,5.206896551724138,"{'kernel': 'linear', 'gamma': 0.01, 'C': 5.206896551724138}",-0.001649796969772967,-0.0023351926562500585,-0.0033520074120006195,-0.0026802963684464933,-0.0024854122356692053,-0.006296637183887434,-0.001987838116226944,-0.0032129934740073194,-0.003326651105199186,-0.0027991906535828233,-0.0030126016175043052,0.0012181555391693644,123
