mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_iter,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.025618672370910645,0.028148393053754165,0.0007829904556274414,0.000900173633390737,1000,0.0001,"{'max_iter': 1000, 'alpha': 0.0001}",-0.001353898348768038,-0.0019854485064294226,-0.0031018208313161725,-0.001637878283388901,-0.0021264690960280572,-0.005332701457254495,-0.0013044569544998802,-0.002207045163863846,-0.002315315390458932,-0.001604325609423903,-0.002296935964143165,0.0011307791113172607,10
0.0030411720275878907,0.0022168286263285317,0.0003251552581787109,0.00024619578109955146,5000,0.0001,"{'max_iter': 5000, 'alpha': 0.0001}",-0.001353898348768038,-0.0019854485064294226,-0.0031018208313161725,-0.001637878283388901,-0.0021264690960280572,-0.005332701457254495,-0.0013044569544998802,-0.002207045163863846,-0.002315315390458932,-0.001604325609423903,-0.002296935964143165,0.0011307791113172607,10
0.005016207695007324,0.002608451030859672,0.0007576942443847656,0.00047776983361536013,10000,0.0001,"{'max_iter': 10000, 'alpha': 0.0001}",-0.001353898348768038,-0.0019854485064294226,-0.0031018208313161725,-0.001637878283388901,-0.0021264690960280572,-0.005332701457254495,-0.0013044569544998802,-0.002207045163863846,-0.002315315390458932,-0.001604325609423903,-0.002296935964143165,0.0011307791113172607,10
0.00133059024810791,0.0008253078707107543,0.00021457672119140625,0.0001415582882464813,1000,0.00026366508987303583,"{'max_iter': 1000, 'alpha': 0.00026366508987303583}",-0.0013545546287201398,-0.001982894660421822,-0.003097415111146409,-0.0016337895862927772,-0.002121101662470395,-0.005387490007848652,-0.0013212188191943286,-0.0021989737781887347,-0.0022642875749854367,-0.0015555201804418554,-0.0022917246009710552,0.0011472483924219676,7
0.0016826629638671876,0.0011799535896093007,0.0002237558364868164,0.00021650032920317495,5000,0.00026366508987303583,"{'max_iter': 5000, 'alpha': 0.00026366508987303583}",-0.0013545546287201398,-0.001982894660421822,-0.003097415111146409,-0.0016337895862927772,-0.002121101662470395,-0.005387490007848652,-0.0013212188191943286,-0.0021989737781887347,-0.0022642875749854367,-0.0015555201804418554,-0.0022917246009710552,0.0011472483924219676,7
0.0013443708419799804,0.0010495780313689812,0.00014903545379638672,2.0186888561963495e-06,10000,0.00026366508987303583,"{'max_iter': 10000, 'alpha': 0.00026366508987303583}",-0.0013545546287201398,-0.001982894660421822,-0.003097415111146409,-0.0016337895862927772,-0.002121101662470395,-0.005387490007848652,-0.0013212188191943286,-0.0021989737781887347,-0.0022642875749854367,-0.0015555201804418554,-0.0022917246009710552,0.0011472483924219676,7
0.001408863067626953,0.0009767221959584278,0.00014674663543701172,1.8227720187709237e-06,1000,0.0006951927961775605,"{'max_iter': 1000, 'alpha': 0.0006951927961775605}",-0.0013715739731958347,-0.001991018876158447,-0.0030815865671648263,-0.0016332204706448097,-0.002103969384184252,-0.005409117148317918,-0.0013588402517647272,-0.002209585123835534,-0.002162734895064548,-0.0015070189966753954,-0.002282866568700629,0.0011513746447918193,1
0.001582026481628418,0.0009011777436034997,0.0003505706787109375,0.00025233673664968687,5000,0.0006951927961775605,"{'max_iter': 5000, 'alpha': 0.0006951927961775605}",-0.0013715739731958347,-0.001991018876158447,-0.0030815865671648263,-0.0016332204706448097,-0.002103969384184252,-0.005409117148317918,-0.0013588402517647272,-0.002209585123835534,-0.002162734895064548,-0.0015070189966753954,-0.002282866568700629,0.0011513746447918193,1
0.001090407371520996,0.0011899218877122876,0.0002233743667602539,0.00023024689517346395,10000,0.0006951927961775605,"{'max_iter': 10000, 'alpha': 0.0006951927961775605}",-0.0013715739731958347,-0.001991018876158447,-0.0030815865671648263,-0.0016332204706448097,-0.002103969384184252,-0.005409117148317918,-0.0013588402517647272,-0.002209585123835534,-0.002162734895064548,-0.0015070189966753954,-0.002282866568700629,0.0011513746447918193,1
0.0015900850296020508,0.0018972330104591686,0.0003289699554443359,0.0002100082767044262,1000,0.0018329807108324356,"{'max_iter': 1000, 'alpha': 0.0018329807108324356}",-0.0013597080906396406,-0.002011425496218007,-0.0031368608504666095,-0.0016853472813422741,-0.002096787406529876,-0.005432926053871319,-0.0014413549494686323,-0.002173458844944185,-0.0020414919178447927,-0.0014836496950679243,-0.002286301058639326,0.0011570108387345501,4
0.0012084245681762695,0.0010005294076282539,0.00026843547821044924,0.00018909631036516245,5000,0.0018329807108324356,"{'max_iter': 5000, 'alpha': 0.0018329807108324356}",-0.0013597080906396406,-0.002011425496218007,-0.0031368608504666095,-0.0016853472813422741,-0.002096787406529876,-0.005432926053871319,-0.0014413549494686323,-0.002173458844944185,-0.0020414919178447927,-0.0014836496950679243,-0.002286301058639326,0.0011570108387345501,4
0.001310586929321289,0.0010574939150589015,0.000316309928894043,0.00020585350754077683,10000,0.0018329807108324356,"{'max_iter': 10000, 'alpha': 0.0018329807108324356}",-0.0013597080906396406,-0.002011425496218007,-0.0031368608504666095,-0.0016853472813422741,-0.002096787406529876,-0.005432926053871319,-0.0014413549494686323,-0.002173458844944185,-0.0020414919178447927,-0.0014836496950679243,-0.002286301058639326,0.0011570108387345501,4
0.0013623237609863281,0.0014444255732519685,0.00022642612457275392,0.00016368164065731208,1000,0.004832930238571752,"{'max_iter': 1000, 'alpha': 0.004832930238571752}",-0.0013572071437788795,-0.0020456138766957784,-0.0032059468891734856,-0.001807745499707654,-0.002108075174228244,-0.005565736807654683,-0.0015885527867636458,-0.0021581617674096953,-0.001926610599352125,-0.0015247442129760463,-0.0023288394757740236,0.001182239240246992,13
0.0020598649978637697,0.00188839278387526,0.00022902488708496094,0.0001578727179759761,5000,0.004832930238571752,"{'max_iter': 5000, 'alpha': 0.004832930238571752}",-0.0013572071437788795,-0.0020456138766957784,-0.0032059468891734856,-0.001807745499707654,-0.002108075174228244,-0.005565736807654683,-0.0015885527867636458,-0.0021581617674096953,-0.001926610599352125,-0.0015247442129760463,-0.0023288394757740236,0.001182239240246992,13
0.001867055892944336,0.00315298725147522,0.00014858245849609376,5.4906716917894615e-06,10000,0.004832930238571752,"{'max_iter': 10000, 'alpha': 0.004832930238571752}",-0.0013572071437788795,-0.0020456138766957784,-0.0032059468891734856,-0.001807745499707654,-0.002108075174228244,-0.005565736807654683,-0.0015885527867636458,-0.0021581617674096953,-0.001926610599352125,-0.0015247442129760463,-0.0023288394757740236,0.001182239240246992,13
