mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_iter,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.446258020401001,0.05950682038850246,0.0006574630737304687,0.00019136899200729977,1000,0.0001,"{'max_iter': 1000, 'alpha': 0.0001}",-1.4892708330839584,-1.636368178761237,-1.659435547479642,-1.667456256082167,-1.6266897789580068,-1.5472033510815117,-1.5821662572756696,-1.6077263637557981,-1.5440993626815391,-1.6453692399604698,-1.600578516912,0.05542923010874097,19
0.4360192060470581,0.050731336623319565,0.0005495548248291016,0.00011950713143370609,5000,0.0001,"{'max_iter': 5000, 'alpha': 0.0001}",-1.4892708330839584,-1.636368178761237,-1.659435547479642,-1.667456256082167,-1.6266897789580068,-1.5472033510815117,-1.5821662572756696,-1.6077263637557981,-1.5440993626815391,-1.6453692399604698,-1.600578516912,0.05542923010874097,19
0.43858382701873777,0.052034858680066236,0.0004864215850830078,4.648242761692378e-05,10000,0.0001,"{'max_iter': 10000, 'alpha': 0.0001}",-1.4892708330839584,-1.636368178761237,-1.659435547479642,-1.667456256082167,-1.6266897789580068,-1.5472033510815117,-1.5821662572756696,-1.6077263637557981,-1.5440993626815391,-1.6453692399604698,-1.600578516912,0.05542923010874097,19
0.38734481334686277,0.071760054633276,0.0005085229873657227,6.026195958686772e-05,1000,0.0001603718743751331,"{'max_iter': 1000, 'alpha': 0.0001603718743751331}",-1.4893351539197603,-1.6363328554017782,-1.6594680313471861,-1.6674667554916738,-1.6266775304064283,-1.547118886208836,-1.5821367005055473,-1.607658172286584,-1.544033456683099,-1.645366156009808,-1.60055936982607,0.05543289223953403,16
0.39279727935791015,0.07651339949973375,0.0007017135620117187,0.0003293367890446847,5000,0.0001603718743751331,"{'max_iter': 5000, 'alpha': 0.0001603718743751331}",-1.4893351539197603,-1.6363328554017782,-1.6594680313471861,-1.6674667554916738,-1.6266775304064283,-1.547118886208836,-1.5821367005055473,-1.607658172286584,-1.544033456683099,-1.645366156009808,-1.60055936982607,0.05543289223953403,16
0.39438457489013673,0.06684803125020936,0.0005385398864746094,0.00012728309396976972,10000,0.0001603718743751331,"{'max_iter': 10000, 'alpha': 0.0001603718743751331}",-1.4893351539197603,-1.6363328554017782,-1.6594680313471861,-1.6674667554916738,-1.6266775304064283,-1.547118886208836,-1.5821367005055473,-1.607658172286584,-1.544033456683099,-1.645366156009808,-1.60055936982607,0.05543289223953403,16
0.34419856071472166,0.06456379354828062,0.0005907773971557617,0.00025848276345551916,1000,0.00025719138090593444,"{'max_iter': 1000, 'alpha': 0.00025719138090593444}",-1.489441701158354,-1.6362815504241588,-1.659507643079379,-1.6674855683901653,-1.6266508833986237,-1.546987924691053,-1.5820935573444452,-1.6075513221844269,-1.5439318932716308,-1.6453725570914106,-1.6005304601033647,0.0554370367078261,13
0.32315640449523925,0.045079150695025064,0.0005786657333374023,0.00030793969514040636,5000,0.00025719138090593444,"{'max_iter': 5000, 'alpha': 0.00025719138090593444}",-1.489441701158354,-1.6362815504241588,-1.659507643079379,-1.6674855683901653,-1.6266508833986237,-1.546987924691053,-1.5820935573444452,-1.6075513221844269,-1.5439318932716308,-1.6453725570914106,-1.6005304601033647,0.0554370367078261,13
0.3435335159301758,0.0642505893703993,0.0005868911743164062,0.00010707034105700336,10000,0.00025719138090593444,"{'max_iter': 10000, 'alpha': 0.00025719138090593444}",-1.489441701158354,-1.6362815504241588,-1.659507643079379,-1.6674855683901653,-1.6266508833986237,-1.546987924691053,-1.5820935573444452,-1.6075513221844269,-1.5439318932716308,-1.6453725570914106,-1.6005304601033647,0.0554370367078261,13
0.29171912670135497,0.045741274152983104,0.0005508899688720703,0.00018756304002815922,1000,0.0004124626382901352,"{'max_iter': 1000, 'alpha': 0.0004124626382901352}",-1.4895440721082156,-1.636215454032953,-1.659573519240856,-1.6675438147233526,-1.6266121761092882,-1.5467892519153394,-1.5820565561308269,-1.607390171419095,-1.5437795360044746,-1.645385647751565,-1.6004890199435966,0.05545955449560601,7
0.29647064208984375,0.04370853481168953,0.0006326436996459961,0.00023391213260043757,5000,0.0004124626382901352,"{'max_iter': 5000, 'alpha': 0.0004124626382901352}",-1.4895440721082156,-1.636215454032953,-1.659573519240856,-1.6675438147233526,-1.6266121761092882,-1.5467892519153394,-1.5820565561308269,-1.607390171419095,-1.5437795360044746,-1.645385647751565,-1.6004890199435966,0.05545955449560601,7
0.2929147005081177,0.04402577232195372,0.0005248785018920898,0.0001696961299467443,10000,0.0004124626382901352,"{'max_iter': 10000, 'alpha': 0.0004124626382901352}",-1.4895440721082156,-1.636215454032953,-1.659573519240856,-1.6675438147233526,-1.6266121761092882,-1.5467892519153394,-1.5820565561308269,-1.607390171419095,-1.5437795360044746,-1.645385647751565,-1.6004890199435966,0.05545955449560601,7
0.1881256580352783,0.08466895464108878,0.0005933046340942383,0.00024708474102805707,1000,0.0006614740641230146,"{'max_iter': 1000, 'alpha': 0.0006614740641230146}",-1.4896740327746583,-1.6360996348568877,-1.6596751163652164,-1.6677027448091026,-1.6265177307057308,-1.5466075888882216,-1.5820459062140886,-1.6072865571763273,-1.5436852354111608,-1.645418269669544,-1.6004712816870938,0.05548073334081868,4
0.18908205032348632,0.08793183086868502,0.0006312131881713867,0.0002484521393328912,5000,0.0006614740641230146,"{'max_iter': 5000, 'alpha': 0.0006614740641230146}",-1.4896740327746583,-1.6360996348568877,-1.6596751163652164,-1.6677027448091026,-1.6265177307057308,-1.5466075888882216,-1.5820459062140886,-1.6072865571763273,-1.5436852354111608,-1.645418269669544,-1.6004712816870938,0.05548073334081868,4
0.11947460174560547,0.08264599487989174,0.0005186796188354492,0.00019750783460972254,10000,0.0006614740641230146,"{'max_iter': 10000, 'alpha': 0.0006614740641230146}",-1.4896740327746583,-1.6360996348568877,-1.6596751163652164,-1.6677027448091026,-1.6265177307057308,-1.5466075888882216,-1.5820459062140886,-1.6072865571763273,-1.5436852354111608,-1.645418269669544,-1.6004712816870938,0.05548073334081868,4
0.03407418727874756,0.01671617361993709,0.0004121303558349609,4.8829638375731017e-05,1000,0.0010608183551394483,"{'max_iter': 1000, 'alpha': 0.0010608183551394483}",-1.4898970718921765,-1.6358456789691107,-1.6597664963729368,-1.6679951684928163,-1.6263094408836156,-1.5465418169196847,-1.5820619059728405,-1.6071012549772794,-1.5435884978611771,-1.6455050398157691,-1.6004612372157407,0.05547607627407843,1
0.03414041996002197,0.016510651546318835,0.00039267539978027344,2.5167111057855635e-05,5000,0.0010608183551394483,"{'max_iter': 5000, 'alpha': 0.0010608183551394483}",-1.4898970718921765,-1.6358456789691107,-1.6597664963729368,-1.6679951684928163,-1.6263094408836156,-1.5465418169196847,-1.5820619059728405,-1.6071012549772794,-1.5435884978611771,-1.6455050398157691,-1.6004612372157407,0.05547607627407843,1
0.034347152709960936,0.017093834945204976,0.00039610862731933596,2.792047492421781e-05,10000,0.0010608183551394483,"{'max_iter': 10000, 'alpha': 0.0010608183551394483}",-1.4898970718921765,-1.6358456789691107,-1.6597664963729368,-1.6679951684928163,-1.6263094408836156,-1.5465418169196847,-1.5820619059728405,-1.6071012549772794,-1.5435884978611771,-1.6455050398157691,-1.6004612372157407,0.05547607627407843,1
0.022019100189208985,0.0037036599692062,0.00044713020324707033,0.0001679272349994156,1000,0.0017012542798525892,"{'max_iter': 1000, 'alpha': 0.0017012542798525892}",-1.4900513102605915,-1.6354721863926291,-1.6599521760777516,-1.668608996861347,-1.6260124263007398,-1.5465234157163463,-1.5821981170077706,-1.60683600103139,-1.5436910348996926,-1.6457142789628285,-1.6005059943511089,0.055503524334458175,10
0.02519075870513916,0.00917928585788868,0.0004573822021484375,6.996049419990766e-05,5000,0.0017012542798525892,"{'max_iter': 5000, 'alpha': 0.0017012542798525892}",-1.4900513102605915,-1.6354721863926291,-1.6599521760777516,-1.668608996861347,-1.6260124263007398,-1.5465234157163463,-1.5821981170077706,-1.60683600103139,-1.5436910348996926,-1.6457142789628285,-1.6005059943511089,0.055503524334458175,10
0.022074961662292482,0.0038480235316187303,0.0005011558532714844,0.00019318632437540526,10000,0.0017012542798525892,"{'max_iter': 10000, 'alpha': 0.0017012542798525892}",-1.4900513102605915,-1.6354721863926291,-1.6599521760777516,-1.668608996861347,-1.6260124263007398,-1.5465234157163463,-1.5821981170077706,-1.60683600103139,-1.5436910348996926,-1.6457142789628285,-1.6005059943511089,0.055503524334458175,10
0.018124961853027345,0.0026652568933236745,0.0003816366195678711,2.5139551865783612e-05,1000,0.0027283333764867696,"{'max_iter': 1000, 'alpha': 0.0027283333764867696}",-1.4903736048485317,-1.634967781142663,-1.6603624635213816,-1.669608596049307,-1.6256337008105672,-1.5465884320470211,-1.5825043297797945,-1.6064778558588075,-1.5441271490677078,-1.646239422125516,-1.6006883335251296,0.05553624112152483,22
0.018171525001525878,0.0027514815494487804,0.00043990612030029295,0.00014846271317536694,5000,0.0027283333764867696,"{'max_iter': 5000, 'alpha': 0.0027283333764867696}",-1.4903736048485317,-1.634967781142663,-1.6603624635213816,-1.669608596049307,-1.6256337008105672,-1.5465884320470211,-1.5825043297797945,-1.6064778558588075,-1.5441271490677078,-1.646239422125516,-1.6006883335251296,0.05553624112152483,22
0.018037009239196777,0.0029160139623936395,0.0003842830657958984,2.4717648772951327e-05,10000,0.0027283333764867696,"{'max_iter': 10000, 'alpha': 0.0027283333764867696}",-1.4903736048485317,-1.634967781142663,-1.6603624635213816,-1.669608596049307,-1.6256337008105672,-1.5465884320470211,-1.5825043297797945,-1.6064778558588075,-1.5441271490677078,-1.646239422125516,-1.6006883335251296,0.05553624112152483,22
0.01578400135040283,0.0024100894491891995,0.0004325389862060547,0.00021081533232517128,1000,0.004375479375074184,"{'max_iter': 1000, 'alpha': 0.004375479375074184}",-1.490960104709032,-1.634393167938314,-1.6611071011113818,-1.6712466498703622,-1.6252383380382682,-1.5468112378767942,-1.5832358878799686,-1.6059716924013703,-1.544851893552826,-1.6472843373977457,-1.6011100410776062,0.05561498599679798,25
0.015491080284118653,0.002300641329686101,0.00042383670806884767,8.593387824831198e-05,5000,0.004375479375074184,"{'max_iter': 5000, 'alpha': 0.004375479375074184}",-1.490960104709032,-1.634393167938314,-1.6611071011113818,-1.6712466498703622,-1.6252383380382682,-1.5468112378767942,-1.5832358878799686,-1.6059716924013703,-1.544851893552826,-1.6472843373977457,-1.6011100410776062,0.05561498599679798,25
0.015456748008728028,0.0022944903007795724,0.00038776397705078127,2.2484578546217156e-05,10000,0.004375479375074184,"{'max_iter': 10000, 'alpha': 0.004375479375074184}",-1.490960104709032,-1.634393167938314,-1.6611071011113818,-1.6712466498703622,-1.6252383380382682,-1.5468112378767942,-1.5832358878799686,-1.6059716924013703,-1.544851893552826,-1.6472843373977457,-1.6011100410776062,0.05561498599679798,25
0.013981151580810546,0.0009211587676204379,0.00038034915924072265,2.323793620199721e-05,1000,0.007017038286703823,"{'max_iter': 1000, 'alpha': 0.007017038286703823}",-1.4919409101037868,-1.634312916445646,-1.6623673945282542,-1.674279206435445,-1.6254434630221823,-1.5476621078789194,-1.584825142268524,-1.6056501004700192,-1.5461821651292362,-1.6491288871824858,-1.60217922934645,0.055832407039620766,28
